Identifiant;Nom générique;Nom de la manifestation;Descriptif court;Descriptif long;Date début;Date fin;Horaires;Dates affichage - horaires;Modification dernière minute;Lieu - nom;Lieu - adresse 1;Lieu - adresse 2;Lieu - adresse 3;Code postal;Commune;Type de manifestation;Catégorie de la manifestation;Thème de la manifestation;Station métro/Tram à proximité;GoogleMap latitude;GoogleMap longitude;Réservation téléphone;Réservation email;Réservation site internet;Manifestation gratuite;Tarif normal;Tarif enfant;Tranche âge enfant;Geo Point
FMAMID031V50BZZ1;;LES ALLEES CERAMIQUES : MARCHE DE LA CERAMIQUE CONTEMPORAINE;"Ce marché crée par Terre et Terres se veut une manifestation culturelle, artistique et commerciale, à l’image de la ville rose qu’est Toulouse.
Diversifiée et de qualité, elle a à cœur de pouvoir présenter au public le plus large, la diversité et la vitalité de la pratique de la céramique.";"Le marché invite à la flânerie et à la découverte des exposants et une performance artistique se déroule
sur le site durant tout le week-end. 

La petite Galerie, espace intimiste au coeur du marché invite les visiteurs à poser un regard nouveau sur une
œuvre contemporaine choisie pour sa capacité à nous questionner tout autant que nous émerveiller.

Le café céramique, espace de détente et de dégustation incontournable : les promeneurs et amateurs peuvent
y choisir une tasse ou un bol parmi toutes les pièces des exposants dans lequel ils apprécieront les thés et cafés
fournis par Chloé et sa boutique « Saveurs et Harmonies » à Toulouse.

Des visites accompagnées, tout le long du week-end Mathias Fyferling part en goguette avec un petit groupe
de visiteurs pour découvrir les secrets contenus dans la fabrication d’une pièce. Une visite c’est 3 bols, 3 techniques
et trois potiers, l’occasion pour le public d’en apprendre un peu plus et de se repérer dans ce vaste monde.
L’humeur y est conviviale et résolument ouverte à toutes les questions !

Un atelier pour enfants invite petits et grands à se laisser aller au plaisir du contact avec la terre.

Un espace « Bol de la solidarité», où sont mis en vente des bols donnés par les exposants et dont les recettes
permettent d’aider un potier qui rencontre un accident de parcours dans sa vie professionnelle.

Un espace « Terre & Terres » tenu par les bénévoles de l’association renseigne les visiteurs sur les évènements
créés par l’association et présente le Centre Céramique de Giroussens.

Un stand de matériel céramique, mis en place par notre partenaire Enitherm.

Un partenariat avec des galeries et autres espace culturels, qui pendant le mois de Septembre jouent le
jeu et invitent des artistes céramistes à exposer dans leurs espaces.";10/10/2020;11/10/2020;;Du 10/10/2020 au 11/10/2020;;ALLEES FRANCOIS VERDIER;;;;31000;TOULOUSE;Culturelle, Manifestation commerciale;Exposition, Marché;Art contemporain;François Verdier;43.6046256;1.444205;;;bit.ly/2ku5Iys;Oui;;;;43.6046256,1.444205
FMAMID031V504MH3;;LES ALLEES, BROCANTE ET ANTIQUITES;120 brocanteurs et antiquaires.;Plus de 120 exposants professionnels vous attendent. Un expert est présent samedi et dimanche sur ce rendez-vous mensuel. Restauration sur place. (Le vendredi déballage dès 8h00);06/11/2020;08/11/2020;Vendredi de 7h à 18h. Samedi de 10h à 18h. Dimanche de 10h à 18h.;Du 06/11/2020 au 08/11/2020 - Vendredi de 7h à 18h. Samedi de 10h à 18h. Dimanche de 10h à 18h.;;ALLEES FRANCOIS VERDIER;;Allées François Verdier;;31000;TOULOUSE;Manifestation commerciale;Brocante;;François Verdier;43.5991483;1.4525687;;;www.brocante-les-allees.fr/fr/;Oui;;;;43.5991483,1.4525687
FMAMID031V50IW1W;;LES CLEFS DE SAINT PIERRE : PROMENADE SCANDINAVE;Retrouvez les musiciens de l’Orchestre National du Capitole de Toulouse dans l’intimité de formations de musique de chambre;"O. MORTENSEN Quintette à vents
K. AHO Quintette à vents N° 1
E. GRIEG Danses norvégiennes
C. NIELSEN Quintette à vents
opus 43

Quintette Promenade
J. PONCELIN, flûte
C. Y. CHENG, hautbois
F. TARDY, clarinette
M. POULARD, basson
B. HUI, cor";08/01/2021;08/02/2021;A 20h.;Du 08/01/2021 au 08/02/2021 - A 20h.;;AUDITORIUM SAINT PIERRE DES CUISINES;;12 Place Saint Pierre;;31000;TOULOUSE;Musique;Concert;Musique classique;Capitole;43.6043737;1.4357169;;;lesclefsdesaintpierre.org clefsdesaintpierre.festik.net;;De 11,00 € à 22,00 €;;;43.6043737,1.4357169
FMAMID031V50H0EE;;LES TIPIRATES;"Le Port Miniature « les Ti-pirates »
Manège nautique de bateaux électriques, véritables répliques de vapeur du Mississippi, remorqueur, bateaux de croisière, chalutier, pirates…. , d’une capacité de 2 à 5 personnes, les enfants peuvent piloter eux-mêmes les bateaux sous la vigilance d’un adulte.";"Nos bateaux électriques, fidèles reproductions de navires, vous accueillent en toute sécurité pour une agréable promenade sur le lac de la base de loisirs de Bruguières (31150). Le port miniature est un concept d'animation aqua-ludique qui s'adresse particulièrement aux enfants et qui fait également la joie des adultes.

Dans un site naturel et champêtre, vous pourrez embarquer à bord de bateaux électriques et naviguer en toute sécurité sur le lac de la base de loisirs de Bruguières (31150).

Silencieux et maniables, ces répliques exactes de remorqueurs, vapeurs du Mississipi.... peuvent transporter de 2 à 4 personnes. Une timonerie digne d’un commandant au long cours permet à nos marins en herbe d’être « marin pour de vrai ».

Nos bateaux se manoeuvrent aisément. Une action sur la barre fait pivoter le moteur situé sous le bateau pour se diriger comme on le ferait à vélo. Il suffit d'un demi-tour de barre à bâbord ou bien à tribord pour aisément changer de cap !

Les enfants peuvent jouer au capitaine et tenir les commandes de leur navire accompagnés d'un adulte. Les plus jeunes moussaillons quant à eux sont conduits par leurs parents.";;;Tous les jours de 14h à 18h. du lundi au vendredi de 10h à 12h et de 15h à 19h, samedi et dimanche de 10h à 19h mercredis, samedi et dimanche de 14h à 18h mercredis, samedi et dimanche de 14h à 18h;Du 16/04/2020 au 26/04/2020 - Tous les jours de 14h à 18h. Du 01/07/2020 au 31/08/2020 - du lundi au vendredi de 10h à 12h et de 15h à 19h, samedi et dimanche de 10h à 19h Du 01/09/2020 au 30/09/2020 - mercredis, samedi et dimanche de 14h à 18h Du 27/04/2020 au 30/06/2020 - mercredis, samedi et dimanche de 14h à 18h;;LES TIPIRATES;BASE DE LOISIRS;Rue de la briquetterie;;31150;BRUGUIERES;Nature et détente, Sports et loisirs;Animations;Jeune public;;43.7310519;1.4063989;;;www.lestipirates.com;;4,50 €;;0 - 3 ans  /  4 - 7 ans;43.7310519,1.4063989
FMAMID031V50GSE4;;NOCTURNE DE LA CITE DE L'ESPACE;Du 16 juillet au 20 août 2020, 6 nocturnes exceptionnelles à la Cité de l'espace !;Les jeudis du 16 juillet au 20 août un programme spécial « Nocturnes » jusqu’à 23h à la Cité de l’espace:;;;De 10h à 23h De 10h à 23h De 10h à 23h De 10h à 23h De 10h à 23h De 10h à 23h;Le 16/07/2020 - De 10h à 23h Le 23/07/2020 - De 10h à 23h Le 30/07/2020 - De 10h à 23h Le 06/08/2020 - De 10h à 23h Le 13/08/2020 - De 10h à 23h Le 20/08/2020 - De 10h à 23h;;LA CITE DE L'ESPACE;;Parc de la Plaine;;31000;TOULOUSE;Culturelle;Animations, Cinéma, Exposition;Astronomie, Cinéma, Jeune public, Musée;;43.5869564;1.49321432;;;www.cite-espace.com;;De 23,50 € à 26,00 €;De 18,00 € à 19,50 €;4 - 7 ans  /  8 - 12 ans  /  plus de 12 ans;43.5869564,1.49321432
FMAMID031V50FTWY;;OKA AMAZONIE;À l’occasion de l’année internationale des langues autochtones proclamée par l’ONU en 2019, le Muséum de Toulouse vous embarque en terre amazonienne.;"Plongez au cœur d’un éden vert, berceau d’une incroyable biodiversité et découvrez la culture amérindienne.

À travers un format inédit –un espace semi-permanent, évolutif, contemporain et connecté dans lequel trois espaces thématisés se complètent et se répondent, partez à la découverte de ce territoire
envoûtant.
Autour d’une soixantaine d’objets issus des collections botaniques, ethnographiques et zoologiques du Muséum, cette exposition présente la vie dans la forêt amazonienne, un dialogue permanent entre l’Homme et la nature.
Familiarisez-vous avec un univers inhabituel et un cadre inattendu à la rencontre des peuples amérindiens du Brésil et de Guyane française.

Imprégnez-vous des éléments fondateurs et constitutifs d’autres cultures dans leurs dimensions matérielle et spirituelle.

Envisagez qui sont les Amérindiens à travers une histoire, une culture, un mode de vie et leurs interactions avec le milieu naturel.

Appréhendez les enjeux fondamentaux qui s’y rattachent: protection de la biodiversité, devenir des cultures autochtones dans un monde globalisé, préservation d’un patrimoine matériel et immatériel.

MESURES SANITAIRES: 
-les protocoles de nettoyage et de désinfections sont renforcés
-mise en place des règles spécifiques de circulation ainsi que pour les files d'attente
-Afin d'éviter les files d'attente à l'accueil, nous vous conseillons de réserver votre place en ligne à l'avance.
Les groupes sont acceptés jusqu'à 10 personnes.
-Les jauges d'accueil ont été revues à la baisse.";02/06/2020;31/10/2020;De 10h à 18h sauf le lundi.;Du 02/06/2020 au 31/10/2020 - De 10h à 18h sauf le lundi.;;MUSEUM DE TOULOUSE;;35 Allées Jules-Guesde;;31000;TOULOUSE;Culturelle;Animations, Exposition;Jeune public, Vidéo;Palais de justice;43.5942735;1.4492137;05 67 73 84 84;;www.oka-amazonie.fr;;De 5,00 € à 7,00 €;;8 - 12 ans;43.5942735,1.4492137
FMAMID031V50ISH0;;QUEEN SYMPHONIC;LES PLUS GRANDS SUCCÈS DE QUEEN EN CONCERT SYMPHONIQUE;"Avis à tous les fans de QUEEN ! Rendez-vous le 17 novembre 2020 prochain à Toulouse pour revivre la légende sur scène. Après une tournée triomphale en 2019, retrouvez les plus grands succès de QUEEN lors d’un concert symphonique exceptionnel !
Sur scène : les 4 chanteurs et le rock band du musical londonien « We Will Rock You » accompagnés par un orchestre symphonique. Du premier single « Seven Seas Of Rhye » à « The Show Must Go On » écrit par Freddie Mercury quelques jours avant sa mort, venez revivre en live les plus grands succès de ce monument du rock britannique, entièrement réarrangés pour orchestre symphonique. L’occasion unique de redécouvrir sur scène « Somebody To Love », « We Will Rock You » ou encore « Don’t Stop Me Now » comme vous ne les avez jamais entendues !
Soutenu par le guitariste de QUEEN, Brian May, le spectacle a déjà voyagé dans le monde entier aux côtés des plus grands orchestres, de Londres aux Etats-Unis en passant par Sydney.";17/11/2020;17/11/2020;A 20h.;Le 17/11/2020 - A 20h.;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31300;TOULOUSE;Musique;Concert;;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/queen-symphonic-2234.html;;;;;43.598264,1.4092542
FMAMID031V504QVV;;RENCONTRES DU CINEMA ITALIEN A TOULOUSE;"22 films environ inédits sont projetés : en compétition, en panorama, avant-premières etc…
Comme chaque année, à l’issue d’une compétition, trois prix seront décernés : le Prix du Public, le Prix du Jury et le Prix du Jury Etudiants.";"Créée en 2005, l’association Cinéma Paradiso organise chaque année en décembre « Les rencontres du cinéma italien à Toulouse » qui ont pour objectif de faire découvrir à Toulouse et en Région le meilleur du cinéma italien contemporain, en présence d’acteurs et de réalisateurs majeurs de ce cinéma et en multipliant les hommages et projections spéciales.

Au fil du temps – 15 ans cette année – notre festival est devenu un rendez-vous attendu et incontournable du cinéma italien d’aujourd’hui. Il est le seul festival de cinéma italien sur toute la Région du Grand Sud-Ouest.

Il a lieu à l’ABC de Toulouse, notre salle d’attache depuis la création du festival et dans une dizaine de salles du Département et de la Région.";28/11/2020;06/12/2020;;Du 28/11/2020 au 06/12/2020;;ABC DE TOULOUSE ET DIVERS LIEUX;;;;31000;TOULOUSE;Culturelle;Cinéma;Cinéma;;43.6046256;1.444205;;;www.cinemaitalientoulouse.com;;;;;43.6046256,1.444205
FMAMID031V50ISGW;;THE AVENER;Alors que sa tournée d’hiver affiche complet, avec en point d’orgue Pleyel le 04 décembre 2019, The Avener dévoile déjà une nouvelle tournée pour la fin 2020 : 10 dates avec un passage exceptionnel à l’AccorHotels Arena le samedi 14 novembre 2020, et un tour des Zéniths partout en France !;"Il passera notamment par Lyon, Caen, Nantes, Strasbourg, Lille, Rennes, Bordeaux, Toulouse, et en clôture, sa ville natale Nice.

Le producteur et DJ Français de Pop Electro s’est révélé au grand public avec le tube mondial Fade Out Lines, véritable hymne Electro bluesy intemporel qui figure même dans la playlist de Barack & Michelle Obama. Le niçois confirme son talent de producteur en 2015 avec son premier album The Wandering of The Avener, déjà certifié triple platine en France. Ses morceaux irrésistibles mêlant avec aisance Electro et Pop le voient collaborer avec les plus grands artistes, de Bob Dylan à Rodriguez en passant par Lana Del Rey ou Mylène Farmer.";06/11/2020;06/11/2020;A 20h.;Le 06/11/2020 - A 20h.;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31300;TOULOUSE;Musique;Concert;;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/the-avener-2217.html;;;;;43.598264,1.4092542
FMAMID031V50IV3P;;THE PROMISED LAND (ORCHESTRE NATIONAL DU CAPITOLE DE TOULOUSE);RÊVER, ÉCOUTER, SE RETROUVER;"Artisan du renouveau de la musique française, auteur d’un chef-d’œuvre
adoré des petits (et des grands !) avec son Carnaval des animaux…
Mais qui est vraiment Camille SaintSaëns ? Le centenaire de la mort du musicien français est l’occasion d’un bel hommage à Toulouse puis à la Philharmonie de Paris : sa célèbre Symphonie n° 3 y est associée à The Promised Land, oratorio dédié à la figure de Moïse.
 
CAMILLE SAINT-SAËNS
• THE PROMISED LAND, OP. 140
• SYMPHONIE N° 3 « AVEC ORGUE »
EN UT MINEUR, OP. 78";05/06/2021;05/06/2021;A 20h.;Le 05/06/2021 - A 20h.;;HALLE AUX GRAINS;;1 Place Dupuy;;31000;TOULOUSE;Musique;Concert;Musique classique;François Verdier;43.6002193;1.4533432;05 61 63 13 13;;www.onct.toulouse.fr;;;;;43.6002193,1.4533432
FMAMID031V501VKR;;TOULOUSE PLAGES : PRAIRIE DES FILTRES;"Venez passer de bon moments en famille sur les quais de la Garonne.

Retrouvez les activités proposées tout au long de l’été par l’équipe animation de Toulouse Plages sur les deux espaces jeux PONT NEUF ET COURS-DILLON de la Prairie des Filtres.";Comme chaque année, les quais de la Garonne accueilleront Toulouse Plages. Jeux, activités nautiques et espaces sportifss’installeront sur la Prairie des Filtres du 18 juillet au 23 août.;18/07/2020;23/08/2020;Ouverture du site de 9h30 à 21h30, animations de 10h à 21h.;Du 18/07/2020 au 23/08/2020 - Ouverture du site de 9h30 à 21h30, animations de 10h à 21h.;;PRAIRIE DES FILTRES;;;;31300;TOULOUSE;Culturelle, Nature et détente, Sports et loisirs;Animations, Balade, Sport;Atelier, Jeune public, Littérature, Musical, Peinture, Sports nautiques;Saint-Cyprien République;43.5955927;1.43706359;;;www.toulouse.fr;Oui;;;0 - 3 ans  /  4 - 7 ans  /  8 - 12 ans  /  plus de 12 ans;43.5955927,1.43706359
FMAMID031V50ISHA;;VITAA & SLIMANE;VersuS, le titre de la première chanson issue d’un projet incroyable et évident.;"VersuS, les confessions musicales de Vitaa et Slimane, deux artistes que le destin a décidé de réunir le temps d’un album duo, disponible le 23 août 2019.

VersuS Tour, une tournée des Zénith à deux. Un spectacle musical unique mettant en scène les interprètes du tube « Je te le donne ». Un rendez-vous exceptionnel que vous donnent Slimane et Vitaa le temps d’une série de concerts uniques à travers toute la France, la Belgique et la Suisse dès mars 2020.";27/11/2020;27/11/2020;A 20h.;Le 27/11/2020 - A 20h.;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31300;TOULOUSE;Musique;Concert;;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/vitaa-slimane-2183.html;;;;;43.598264,1.4092542
FMAMID031V501901;LA NUIT EUROPEENNE DES MUSEES;LA NUIT EUROPEENNE DES MUSEES AU MUSEUM;Rendez-vous incontournable pour partager cette soirée unique dans l’année!;Un rendez-vous incontournable pour une soirée unique !;14/11/2020;14/11/2020;de 19h à 01h du matin.;Le 14/11/2020 - de 19h à 01h du matin.;;MUSEUM DE TOULOUSE;;35 Allées Jules-Guesde;;31000;TOULOUSE;Culturelle;Animations;Musée;Carmes;43.5943362;1.4492403;;;www.museum.toulouse.fr;;;;8 - 12 ans  /  plus de 12 ans;43.5943362,1.4492403
FMAMID031V509ZYD;LE PRINTEMPS DE SEPTEMBRE;LE PRINTEMPS DE SEPTEMBRE : FESTIVAL D'ART CONTEMPORAIN;La prochaine édition du Printemps de septembre débutera le 18 septembre 2020, date marquant l’ouverture d’une nouvelle édition imaginée sous la direction de Christian Bernard avec de nombreux commissaires associés.;"Ouvert à toutes les formes de création contemporaine (peinture, sculpture, vidéo, installation, performance, musique, etc.), le festival présente un grand nombre d’œuvres inédites aussi bien de jeunes artistes émergents que d'artistes majeurs de la scène internationale.

Les visiteurs auront un mois pour découvrir l'ensemble des propositions artistiques en accès gratuit.
La liste complète des artistes confirmés et des lieux de démonstration sera présentée au mois de mai.

En 2018, le Printemps de septembre accueillait 84 artistes déployés sur 35 lieux, 32 expositions, 37 événements dont 4 nocturnes.";18/09/2020;18/10/2020;;Du 18/09/2020 au 18/10/2020;;DIVERS LIEUX;;;;31000;TOULOUSE;Culturelle;Animations, Exposition, Festival;Art contemporain;;43.604652;1.444209;;;www.printempsdeseptembre.com;Oui;;;;43.604652,1.444209
FMAMID031V501A8E;MADE IN ASIA;FESTIVAL MADE IN ASIA, FESTIVAL DES CULTURES D'ASIE;Du 10 au 17 avril 2021, Le festival MADE IN ASIA  sera de retour à Toulouse sur le thème du Japon.;Depuis 2008, l’association tchin-tchine invite à découvrir le Japon à travers Made in Asia (MIA), un festival des cultures d’Asie à Toulouse !;10/04/2021;17/04/2021;;Du 10/04/2021 au 17/04/2021;;DIVERS LIEUX;;;;31000;TOULOUSE;Culturelle;Animations, Festival;;;43.6046256;1.444205;;;www.madeinasia.fr;;;;;43.6046256,1.444205
